"text","retweet","favorite","date","sentiment","post_id","user_id"
"wen du sicherheit in berlin willst müssten wir erstmal die ganzen messermusels und gruppenvergewaltigungsmusel wieder loswerden. und hast du dich bei den klimaterroristen auch so aufgeregt? die waren ja wohl 100x schlimmer. vor allem sind die bauernproteste wegen echter probleme.",0,0,2024-11-25,"negative",4070,3314
"und er hat auch kein problem damit die sicherheit der deutschen bürger aufs spiel zu setzen, um krieg in der ukraine zu spielen.",0,2,2024-11-25,"negative",4071,2166
"ja klar , bei der heutige jugend, mit sicherheit",0,0,2024-11-25,"positive",4072,3315
"nein, ich habe den bericht nicht gelesen. lügt die beg?schon nach der ersten sichtung der geologischen daten hat sich gezeigt, dass er die anforderung der standort mit der bestmöglichen sicherheit für eine million jahre zu sein, nicht erfüllen könnte.folgende",0,0,2024-11-25,"negative",4073,3316
"zum verdruss der bayrischen kremlquerdeppen werden unter merzkiesewetterhofreiter zur sicherheit endlich taurus geliefert. und energie läuft selbstverständlich weiter richtung mehr ee, so wie überall rundherum, also weniger milliarden an islamistenstaaten und den kreml.",0,0,2024-11-25,"negative",4074,3317
"erstmal alle illegal eingewanderten männer, gruppenvergewaltiger und messerstecher abschieben. dann sieht es um unsere sicherheit und die sicherheit der frauen in unserem land schon wesentlich besser aus!",0,0,2024-11-25,"negative",4075,3318
"die innere sicherheit? man schaue auf die lagebilder im kontext der zuwanderung. die äußere sicherheit. ihr liefert waffen an die und sprecht von kriegstüchtig werden. die soziale sicherheit wird durch eure immigrationspolitik zerstört da sie so auf dauer nicht bezahlbar ist.",0,0,2024-11-25,"negative",4076,1355
"frauenhaus sind als erste ansprechpartner und zuflucht für die frauen gedacht. erst einmalnist sicherheit das thema. alles andere muss dann erfolgen. kenne jetzt aber nicht den wortlaut des gesetzes und was so ändern soll",0,0,2024-11-25,"negative",4077,1576
"wow gerade gegoogelt. ich habe einen fön, den habe ich als jugendliche zum geburtstag bekommen, der lag preislich mit sicherheit unter 50 euro. hält immer noch, wird aber auch kaum benutzt.",0,1,2024-11-25,"negative",4078,3319
"zur wahrheit gehör aber auch das liebste hobby der deutschen ist es steuern zu zahlen ohne dafür sicherheit oder guten infrastruktur zu verlangen.",0,2,2024-11-25,"neutral",4079,3320
"wir machen uns stark für innere, äußere und soziale sicherheit. was darf satire? falls wir tatsächlich in einem rechtsstaat leben würden in dem alle vor dem gesetz gleich sind würde man euch wegen diesen falschbehauptungen gerichtlich verurteilen.",0,1,2024-11-25,"negative",4080,1355
"alle genannten themen sind wichtig, aber vom standpunkt der öffentl. sicherheit und der menschenrechte aus gesehen sind die themen migration und meinungsfreiheit etc. vorrangig.",0,0,2024-11-25,"neutral",4081,3321
"lol, ja das durften wir ja die letzten 3 jahre erleben. niedergang der wirtschaft, ständiger streit in der ampel, weiter massive gefährdung der inneren sicherheit u.s.w !",0,4,2024-11-25,"negative",4082,3322
"ist das gewalthilfegesetz nicht fertig und muss nur durch den bundestag? oder gibt es bei der nur sicherheit gegen wählerinnenstimmen? wäre das nicht erpressung?",0,2,2024-11-25,"negative",4083,3323
"alleine die aussage, historische verantwortung für die sicherheit und das gedeihen des israelischen staates zeugt von einer unglaublichen arroganz, die mich an den satz am deutschen wesen soll die welt genesen erinnert.",0,1,2024-11-25,"negative",4084,3324
"du destabilisierst mit deiner hetze die innere sicherheit.",0,7,2024-11-25,"negative",4085,3325
"die neue logik der politik. die überzeugung, dass militärische stärke nationale sicherheit garantiert, ist ein entscheidendes merkmal für militarismus und erhöht die zwischenstaatlichen spannungen, was unbeabsichtigt zum krieg führen kann. deeskalation wäre klüger.",0,0,2024-11-25,"negative",4086,3326
"pauschalaussagen sollte man in solchen kompexen themen lieber lassen. es gibt partner die wollen auf augenhöhe leben. es gibt partnerinnen die wollen das gefühl von sicherheit haben, das man nunmal hat, wenn der mann dem man vertraut entscheidungen abnimmt. anstatt zu",0,7,2024-11-25,"neutral",4087,3327
"rechts und neonazis ist nicht dasselbe. rechte konservative menschen, denen die familie, zukunft, arbeit amp sicherheit am wichtigsten sind, sind die grundpfeiler eines gesunden staates. schade, dass ihr so jung und schon so gehirngewaschen seid. es ist noch nicht zu spät für euch.",0,1,2024-11-25,"negative",4088,3328
"welche große partei kann in deutschland wieder für sicherheit, ordnung und vernunft sorgen?",191,259,2024-11-25,"negative",4089,3329
"wenn man in sicherheit ist, kann man recht einfach die diktatur für andere fordern. lafontaine wagenknecht ukraine putin bsw",0,0,2024-11-25,"negative",4090,3330
"erfahrungen, die wir gemacht haben. jeder von uns hat das recht auf heilung, sicherheit und ein leben ohne angst. wir müssen die stigmatisierung und die missverständnisse, die oft mit unseren geschichten verbunden sind, hinter uns lassen und uns auf die wahrheit konzentrieren.",0,0,2024-11-25,"neutral",4091,3331
"der feind seid ihr und die eu. ihr greift unsere sicherheit an und erhöht euren engsten mitarbeitern noch schnell die gehälter.",0,6,2024-11-25,"negative",4092,3332
"top argumentiert, ganz star sie waren mit sicherheit der beste im debattierkurs.",0,3,2024-11-25,"positive",4093,1040
"allerdings hindert die hamas zivilisten allzuoft daran sich in sicherheit zu bringen, weil sie zivile opfer wollen und brauchen für ihre propaganda. lt. hamas soll viel blut fließen und möglichst viele frauen und kinder, weil sich das am besten für die propaganda macht.",0,0,2024-11-25,"negative",4094,3333
"sicherheit und vertrauen sind für mich eigentlich keine bedürfnisse, sondern sollten selbstverständlich sein. ich schätze sie aber auch dem entsprechend ein! ein bedürfnis ist für mich bspw. das bedürfnis, erniedrigt zu werden, aber das muss man sich aus meiner sicht erstmal",0,3,2024-11-25,"neutral",4095,3334
"schuhe in sicherheit bringen!",0,2,2024-11-25,"positive",4096,3335
"hinweis für die nächste konservative regierung es reicht, wenn ihr die steuern für gutverdienende und unternehmen senkt. ihr sollte außerdem möglichst viel in rüstung und innere sicherheit investieren. der rest ergibt sich. ps bisschen sozialabbau schadet nicht!",0,3,2024-11-25,"negative",4097,3336
"das wird es sein mit 47iger sicherheit.",0,0,2024-11-25,"neutral",4098,3337
"heute abend wird das grünentv mit sicherheit darüber berichten, das in gb gerade 2 millionen! unterschriften in weniger als 48 stunden für neuwahlen und gegen die regierung gesammelt wurde? irgendwo zwischen kuscheln mit habeck und kochen mit baerbock wird sich doch ein",2,6,2024-11-25,"negative",4099,3338
"merkel verteidigt ihrallesindeutschlandreinlassen auch heute noch! die grenzen wohl am besten abschaffen? sicherheit des volkes der egal. die hat den großen mund,hat auf kosten der steuerzahler personen und wachschutz,ihre fette pension steigt jährlich um gut 750monat..",0,0,2024-11-25,"negative",4100,2471
"sicherheit in europaukraine",0,24,2024-11-25,"neutral",4101,3339
"es geht um sicherheit von frauen, und bei solchen dingen zählt immer der eigene wille. auch wenn sie noch so oft versuchen schutzräume als belanglos hinzustellen aber zum eigenen schutz da rein wollen. es geht hier nicht um eine tüte eis die man haben will, und sie wissen das.",0,6,2024-11-25,"neutral",4102,3340
"sollte er kinder o enkel haben möchte ich wissen ob sie auch wie die von melnyk, klitschko in sicherheit gebracht werden o grünmußweg, unbedingt. !",0,0,2024-11-25,"negative",4103,3341
"diese damen haben ein gesetz initiiert, das die rechte und die würde von frauen und mädchen verletzt und ihre sicherheit gefährdet. diese doppelmoral ist erbärmlich!",0,8,2024-11-25,"negative",4104,1892
"ein bild von ihnen würde mit sicherheit offenbaren, daß sie nicht in das beuteschema eines reichelt passen würden. in meines auch nicht, also bleiben sie gelassen.",0,0,2024-11-25,"negative",4105,3342
"ich würde einen unterscheid zwischen wünsche und bedürfnissen machen. bedürfnisse sind für mich z.b sicherheit und vertrauen. das darf und sollte man unbedingt auch als sub erfahren. socken in den mund gestopft zu bekommen ist ein wunsch den darf man hinten anstellen",0,4,2024-11-25,"positive",4106,3343
"unsere atomwaffen sind ein garant für unsere sicherheit, genauso wie eine starke idf. die saudis und jordanier haben das erkannt. die national sozialisten in gaza eben nicht, immerhin unterstützen nach der letzten umfrage fast 70 die ns ideologie der hamas.",0,6,2024-11-25,"negative",4107,3344
"die inländische akquisition kann ich nicht beurteilen. wäre ich bei uc, wäre ich für jeden einigermaßen plausiblen grund dankbar, aus dem beinahedeal mit cb rauszukommen s. demontage. für cb wird es eng. was sie kann, können die sparkassen und genobanken auch, nur billiger.",0,1,2024-11-25,"negative",4108,167
"leute wie du destabilisieren die innere sicherheit, mit desinformationen und billigen populismus.",1,3,2024-11-25,"negative",4109,3345
"auf einmal stehen frauen bei den grünen im wahlkampfgetöse im mittelpunkt. die selbe partei, die ein gesetz initiiert hat, was die rechte und die würde von frauen und mädchen verletzt und ihre sicherheit gefährdet. diese doppelmoral ist erbärmlich!",2,23,2024-11-25,"negative",4110,1892
"das mit der sicherheit hat ja bisher auch soooo gut geklappt, nicht wahr?",0,0,2024-11-25,"positive",4111,3346
"auf dem bild ist laut mit absoluter sicherheit wohl ein hitlergruss zu sehen.",0,0,2024-11-25,"neutral",4112,3347
"wer menschen entwaffnen möchte hat kein recht über sicherheit zu reden.",0,0,2024-11-25,"negative",4113,3348
"wer den begriff frau x.beliebig macht, schafft damit auch den schutz der frauen ab. du kannst nicht männer diesen begriff missbrauchen lassen, ohne das wohlergehen und die sicherheit von frauen komplett aufzugeben",0,1,2024-11-25,"negative",4114,3349
"sicherheit und ein leben ohne angst. wir dürfen die stigmatisierung und die missverständnisse, die oft mit unseren geschichten verbunden sind, hinter uns lassen, auch unter den interdisziplinären fachgruppen amp uns auf die wahrheit konzentrieren, für demokratie, rechtsstaatlich",0,0,2024-11-25,"negative",4115,3331
"ich würde erst meine familie in sicherheit bringen und dann mich selbst.",0,0,2024-11-25,"neutral",4116,3350
"leider haben auch deutsche, jüdische medien im chor mit deutschen, antisemitischen medien, gegen viktor orban und ungarn hemmungslos gehetzt. das ist oberwasser für die judenhasser. das schreit zum himmel. in ungarn leben ca. 100.000 juden in vollkommener sicherheit und freiheit.",1,8,2024-11-25,"negative",4117,3351
"gigantisch, die lage trist und die zukunft verzweifelt. dahin werden uns die grünen führen, habeck vorweg, während sie hummer essen und ihre eigenen kinder nach dänemark in sicherheit bringen.miosga",1,3,2024-11-25,"negative",4118,3303
"tja, in mitte sollen halt nicht überall migranten untergebracht werden, so wie in den anderen bezirken, die sich plötzlich in slums verwandeln, überall müll und rumlungernde männer, die sicherheit und das zu hause fühlen der berliner ist bedroht",0,0,2024-11-25,"negative",4119,2686
"entweder das, oder der kanzler wollte auf dem rücken der ukrainer mit der sicherheit europas als köder auf stimmenfang im putinistenlager gehen. man weiß es nicht",0,1,2024-11-25,"negative",4120,3352
"jeder hat in den letzten drei jahren sehen können, wie unter einem kanzler olaf scholz die innere und äußere sicherheit und die wirtschaft gelitten hat. und da es soziale sicherheit nur mit einer starken wirtschaft gibt, sind das hier nur leere wahlkampfversprechungen.",0,8,2024-11-25,"neutral",4121,3353
"so ein feini ... bei der süßen schnute stand mit sicherheit kein soja auf dem speiseplan ...",0,1,2024-11-25,"positive",4122,3354
"recht auf sicherheit und einen eigenen staat offensichtlich nur cool wenn es für israel gilt lol",0,0,2024-11-25,"positive",4123,3355
"bislang kenne ich nur den plan von und der , in allen dringenden fragen rund um migration, sicherheit, energie oder wirtschaft erst einmal monatelang nullkommanix zu machen. was sagt ihr?",28,412,2024-11-25,"neutral",4124,3356
"toller witz genossen! ihr habt mit eurer innenministerin deutschlands sicherheit mit füßen getreten heuchler",0,0,2024-11-25,"positive",4125,3357
"scholz krieg, frieden und sicherheit sind zu ernste themen, um sie opportunistisch zu nutzen. und einen satz später all die rufer in den talkshows haben sich nicht durchgesetzt. wahnsinn.",0,1,2024-11-25,"negative",4126,3358
"solange das jeder mit sich ausmacht und es anderen nicht permanent übergeholfen wird oder frauen und mädchen in ihren rechten und ihrer würde verletzt sowie ihre sicherheit gefährdet wird, darf jeder gern sein, was und wie er möchte. so sieht es unser gg vor.",0,0,2024-11-25,"negative",4127,1892
"euer wahlkampf ist auch wieder mindestlohn, wie im letzten wahlkampf. ihr habt wohl angst, daß ihr keine stimmen bekommt. warum sollte ich diesen nochmal wählen? ich sah ja wie er reagiert hatte, nämlich gar nicht! ich wähle euch mit sicherheit nicht!!",0,3,2024-11-25,"negative",4128,3359
"bestimmt! mit sicherheit! auch 107 sind möglich!",0,0,2024-11-25,"positive",4129,3360
"ukraine unterstützen weil sonst. ganz viel bla bla nur mutmaßungen wenn wir taurus liefern wird das volk in einen krieg gezogen der auf mutmaßungen basiert. sicherheit ist ohne taurus eher gegeben.",0,1,2024-11-25,"negative",4130,139
"ok ganz kurz zur sicherheit ich spreche in keinster form mit meinem sarkastischen tweet die homosexualität des herrn spahn an! das ist a absolut seine kiste b für mich im gegegnsatz zur union mehr als ok c keinesfalls ein argument für oder gegen irgendetwas was er tut",0,31,2024-11-25,"negative",4131,3361
"äußere sicherheit mit euch? sicher. ich muss herzlich lachen.",0,5,2024-11-25,"positive",4132,3362
"was bedeutet für dich unsicher? meinst du die politische lage, kriminalitätsrate bei welchen delikten und in welchen regionen, deine sicherheit in deinem haus, was in welcher region wäre? auch das muss man differenziert betrachten. es gibt kein land, wo alles perfekt ist.",0,1,2024-11-25,"negative",4133,3363
"ja, dann gibts keine messerangriffe mehr, sondern viel tödlichere schusswaffengewalt. das wird die sicherheit in unserem land maßgeblich erhöhen und kommt mir nicht mit dem good guy with a gun",0,0,2024-11-25,"negative",4134,3364
"und was ist mit den männern die in diesem land leben, haben die kein recht auf in sicherheit leben zu dürfen?",0,0,2024-11-25,"negative",4135,3365
"dann wird in zukunft auch sicher jeder beitrag im örr zu kinderarmut mit einem foto von lisa paus garniert werden? und das finden sie dann auch mit sicherheit super, stimmts? bin gespannt",0,0,2024-11-25,"positive",4136,1736
"niveau steigt, da du dich zu 100 darauf konzentrieren kannst und hast dann die sicherheit für eine zeit im system zu bleiben und dann bspw. feldschiri zu werden oder var oder in die ausbildung von neuen schiris etc.",0,0,2024-11-25,"neutral",4137,3366
"ben der zyniker macht sich mal wieder über tote und langzeiterkrankte lustig. aber die nächste pandemie kommt mit hoher sicherheit, dafür sorgen massentierhaltung biodiversitätskrise klimakrise. mal sehen, ob ben das dann immer noch verlachen möchte.",0,2,2024-11-25,"negative",4138,3367
"schwachsinn.russland möchte sicherheit, genau wie jedes andere land. und das hat es nicht,wenn ein bündnis aus 30 nationen vor der haustür steht. vor allem gab es das mündliche versprechen sich nicht nach osten auszudehnen. das wurde gebrochen. und denen soll russland vertrauen?",0,0,2024-11-25,"negative",4139,1653
"die wirft mit sicherheit auch steine am wochenende",0,0,2024-11-25,"neutral",4140,3368
"der kampf für äußere sicherheit wäre glaubwürdiger, wenn ihr die ukraine nicht bei jedem thema auflaufen lassen würdet oder eure russland connection aufgearbeitet hättet. immerhin seid ihr so ehrlich und erwähnt klima nicht mehr, nachdem ihr auch darauf geschissen habt",0,0,2024-11-25,"negative",4141,2119
"wäre dem so, dann sollte er sich nicht leichzeitig an die demontage seiner stärken heranmachen.",0,0,2024-11-25,"negative",4142,167
"bei allen drei sicherheiten hat ihr starkmachen in den letzten drei jahren zu mehr unsicherheit bzw. abbau von sicherheit geführt. wie soll dieses starkmachen in der zukunft aussehen? bislang fehlt doch vor allem ein kritischer blick auf ihre arbeit.",0,2,2024-11-25,"negative",4143,3027
"die nato ist nicht verpflichtet, anträge anderer staaten auf beitritt zum bündnis anzunehmen, vielmehr muss sie die auswirkungen auf die regionale und strategische stabilität und die gegenseitige sicherheit abwägen. folglich",0,0,2024-11-25,"neutral",4144,2375
"ist doch wieder ein klassisches ablenkungsmanöver. lt. statistik sind viel menschen bereit mehr für sicherheit auszugeben. nun wenn das geld verschwendet wird.... wie sorgt, die presse dafür das menschen umdenken? immer das gleiche muster.",0,0,2024-11-25,"negative",4145,3090
"und wo ist es überbeglucken, wenn man das bedürfnis des kindes nach nähe, sicherheit und nahrung erfüllt? das sind nämlich alles grundbedürfnisse, die durch das stillen abgedeckt werden. kinder stillen sich ab, wenn sie soweit sind, man wird als mutter nicht mehr in den hörsaal",0,1,2024-11-25,"negative",4146,2942
"vergesst es! es kommt primär darauf an, wofür personen inhaltlich stehen und die appeasementspd der herren mützenich, miersch, stegner und scholz ist aus gründen der sicherheit und freiheit europas schlechterdings in diesen zeiten der bedrohung durch russland nicht wählbar.",1,8,2024-11-25,"negative",4147,2108
"22 eine politik, die den staat in seinen kernbereichen wie sicherheit und verteidigung stark macht, sich aber gleichzeitig nicht immer weiter in das leben der bürger einmischt, sondern ihnen zutraut, selbst die richtigen entscheidungen für ihr leben zu treffen, so .",2,41,2024-11-25,"neutral",4148,3369
"konjunkturprogramm für populisten ist die vermeintliche moralische überlegenheit vieler und das verkennen von den realen sorgen der mehrheitsbevölkerung rezession arbeitplätze und innere unsicherheit. was meinst du, warum afd und bsw so stark sind?",0,0,2024-11-25,"negative",4149,3370
"ihr macht euch für einen stark , putin und ihr opfert dafür die freiheit der ukrainer und ihr leben, ihr opfert auch die sicherheit europas mit eurem russland kurs! verlasst den gas gerd kurs endlich!",0,11,2024-11-25,"negative",4150,1779
"die privilegierten, wie diese vier kriegstreiber, haben gut lachen. sie werden, sollte es zum äußersten kommen, den krieg vom schreibtisch aus erleben oder in sicherheit. genau wie die söhne von klitschko, merz und kiesewetter.",0,0,2024-11-25,"positive",4151,3371
"der krieg kommt vom russischen boden und bedroht die sicherheit europas!",0,2,2024-11-25,"negative",4152,3372
"stimmt, die juden haben israel im nahen osten gegründet, weil sie vor den antisemitischen palästinensern in deutschland fliehen mussten. und sie bleiben dort und in größerer sicherheit, weil sich in deutschland leider nichts geändert hat. jeder kennt doch diese geschichte.",0,0,2024-11-25,"negative",4153,3373
"innere sicherheit und spd in einem tweet das kann nur satire sein",0,3,2024-11-25,"positive",4154,3374
"öffentliche sicherheit gibt es nicht für 3,50stunde durch einen privaten sicherheitsdienstleister, sondern ausschließlich durch die !",0,0,2024-11-25,"neutral",4155,3375
"mit einer wissenschaftlich fundierten plattform wird auf transparenz und datensouveränität gesetzt, um missbrauch zu verhindern und die sicherheit in finanzökosystemen zu stärken.",0,0,2024-11-25,"neutral",4156,3376
"und wie wollen sie berechnen, was der staat für ihre schulbildung, höhere bildung, straßen und weitere infrastruktur, sicherheit etc ausgibt?",0,0,2024-11-25,"neutral",4157,3377
"der hat mit sicherheit seinen privat atombunker aber auf länger zeit hilft es auch nichts",0,0,2024-11-25,"negative",4158,3378
"innere sicherheit??? satire bitte kennzeichnen!!! es reicht!!! spdeinstellig afd",0,5,2024-11-25,"negative",4159,2462
"ihr wollt es für die sicherheit des erhaltens eurer pfründe noch schnell durchziehen.",1,32,2024-11-25,"negative",4160,3379
"mit sicherheit",0,0,2024-11-25,"neutral",4161,3380
"innere sicherheit mit der spd?",0,0,2024-11-25,"neutral",4162,3381
"es ist die spd. soll sich boris da vor nen leo stellen und wir kämpfen für deine sicherheit sagen? das überleben doch die alt68er in unseren ovs niemals",0,12,2024-11-25,"negative",4163,3382
"seid 2015 tretet ihr die sicherheit der bevölkerung mit füßen, in dem ihr völlig ungesteuert kriegsverbrecher, islamisten und kriminelle ins land lasst. ihr seid die größte gefahr für die bevölkerung.",0,15,2024-11-25,"negative",4164,3322
"wieso, die fehler seit 2015 unter merkel, jeden ungeprüft ins land zu lassen, müssen korrigiert werden, um unsere kultur und innere sicherheit zu bewahren. ohne massenabschiebungen von arbeitsverweigernern und nicht integrierten wird das nicht gelingen",0,0,2024-11-25,"negative",4165,763
"die partei die nicht mal ihrem verteidigungsminister die nötigen gelder zugesteht kämpft? und wo soll da die äußere sicherheit sein? nur für ein abgeschottetes dtl kämpft ihr also. nix mit . naja,da isoliert uns scholz ja auch gerade u führungsrede ist vergessen",3,40,2024-11-25,"negative",4166,2313
"alter was ist durch selenski besser geworden?freie wahlen?freie medien. wer frei was sagt kommt ins gefängnis oder ist schon im gefängnis. und die ermordung tausender menschen die russisch denken. seine kinder fein in sicherheit gebracht und dafür leute an die front verschleppen",0,0,2024-11-25,"negative",4167,3383
"warum erzählen diese schwarzen nicht ihre eigenen geschichten? mit sicherheit sind die genauso interessant, nein man muss jetzt versuchen weiße geschichte zu schwarzer zu machen, auch eine art kolonisation!",0,4,2024-11-25,"negative",4168,3384
"ich kann nicht erkennen für was ihr überhaupt noch steht. innere sicherheit ist mit euch als juniorpartner unter merkel und dann scholz zusammengebrochen. soziale sicherheit gibt es mit einer funktionierenden marktwirtschaft, die ihr aber unter abgaben, steuern, gesetzen begräbt.",0,0,2024-11-25,"negative",4169,447
"auf die transitgebühren zu verzichten ist mit sicherheit günstiger, als russlands krieg indirekt zu finanzieren. wir haben nichts bezahlt. sind sie ein verdrehter putinfan oder nur kognitiv benachteiligt?",0,2,2024-11-25,"negative",4170,187
"nein möchte ich nicht. verbindung von äußerer, innerer u sozialer sicherheit wäre ein glaubwürdiges konzept für pistorius gewesen. scholz macht das 1. nicht, sondern isoliert uns in europa, schürrt ängste u läuft dem bsw hinterher. deswegen werden es diesmal die grünen. schade",0,8,2024-11-25,"negative",4171,2493
"what ? und korrekt was die russen gefordert haben um nicht in den krieg zu ziehen, und dem kann und will niemand zustimmen! wir sollen unsere sicherheit aufgeben damit sie schalten und walten können wie sie wollen, noch mehr leute sollen von balkonen fallen und giftanschläge",0,0,2024-11-25,"negative",4172,3385
"in bildungsicherheit infrastruktur? das hat die cdu schon vor jahrzehnten versaut.... wenn die schulden darein fließen, ist dies kein problem. nur wird das geld eher verschleudert",0,0,2024-11-25,"negative",4173,3386
"da ist oft auch als arbeitskleidung mal formelle kleidung als anforderung gelistet. die kriegste aber locker in mehrfacher ausführung für 500 euro pro nase in guter qualität. für ein drittel der summe wäre das machbar gewesen mit sicherheit.",0,0,2024-11-25,"negative",4174,3106
"dieser frieden, diese sicherheit, dieser frohsinn! unser land ein trümmerland!",0,0,2024-11-25,"positive",4175,3387
"ich frage mich warum von den ganzen jüdischen vereinigungen in deutschland nichts kommt. die haben nur ein auge auf rechts, wovon mit sicherheit keine gefahr ausgeht.",0,0,2024-11-25,"negative",4176,1305
"mag sein. aber das gericht weiß das mit sicherheit auch. schließlich sind die meisten von uns laien in diesem gebiet.",0,0,2024-11-25,"neutral",4177,3152
"3 jahre nichts für deutschland und seine bürger getan. sicherheit ist nicht mehr gegeben. keine abschiebungen. keine grenzen gesichert. wie können sie angesichts der vielen toten und vergewaltigungen noch schlafen?",0,0,2024-11-25,"negative",4178,3388
"ihr und äußere sicherheit ? puh mutig, in europa isoliert, russland auf dem vormarsch, tolle arbeit leistet ihr",0,0,2024-11-25,"positive",4179,3389
"ah ja, die superreichen mal wieder die zahlen mit sicherheit mehr steuern als sie.",0,2,2024-11-25,"positive",4180,3390
"ja und nein. mittel und langfristig ja. akut nein. und äußere sicherheit ist die absolute grundbedingung. ein staat und eine gesellschaft, die diese nicht gewährleistet, wird andere politikfelder nicht gestalten können. weil ersie nicht lange genug bestehen wird bzw.",0,2,2024-11-25,"negative",4181,3391
"das mit der inneren sicherheit. gestatten, dass ich laut lache?",1,103,2024-11-25,"positive",4182,3392
"für eine zusage von jeglichen unterstützungen in milliardenhöhe, hätte sie mit sicherheit als erste sprechen dürfen! da wäre man großzügig gewesen! an welcher stelle stehen wir eigentlich im weltgeschehen, wenn es nicht um zahlungen geht???",0,0,2024-11-25,"negative",4183,785
"nicht falsch verstehen. natürlich muss man die ukraine unterstützen. unsere sicherheit wird aber z.b. durch den klimawandel , erheblicher bedroht",0,1,2024-11-25,"negative",4184,3393
"das sehen experten anders, besonders wenn man in bildung, sicherheit und infrastruktur investiert.",0,0,2024-11-25,"neutral",4185,3394
"also wer diese zustände nicht sieht, die sicherheit und kontrolle, die uns völlig aus den händen gleitet, der will sie allen anschein nach gar nicht sehen geschweige denn als realität akzeptieren.",0,7,2024-11-25,"negative",4186,3395
"1. langsam aber sicher die sicherheit und privatsphäre von deinen beständen erhöhen",0,0,2024-11-25,"positive",4187,2236
"sicherheit ist in sea viel besser als anderen ländern mit geringen lebenshaltungskosten. krankenversorgung in vielen größeren städten sehr gut. wetter ist extremer aber kein winter und viele klimaanlagen für die hitze vor allem tagsüber und in bestimmten monaten vorhanden.",0,0,2024-11-25,"positive",4188,3396
"selber nichts auf die beine stellen, aber dann so einen dummen kommentar abgeben. sie sprechen doch mit sicherheit tgl vorm menschenrechtsrat?",0,0,2024-11-25,"negative",4189,3397
"sicherheit? wenn ihr haus brennt bitten sie alle besonnen abzuwarten? oder rufen sie die feuerwehr und bitten nachbarn sich um ihre katzen und hunde zu kümmern?",0,2,2024-11-25,"negative",4190,2820
"sagt jemand aus der linksgrünen sekte, die das land an die wand fahren, die energieversorgung gefährden, die arbeitsplätze und damit den wohlstand vernichten. und nicht zu vergessen, die zerstörung der inneren sicherheit durch ungezügelte kriminelle zuwanderung!",0,1,2024-11-25,"negative",4191,3056
"mit der rente wird man die wahl mit sicherheit nicht gewinnen, weil ein ganz anderes thema aktuell die nummer 1 ist. da kommt das rententhema, oder auch ander themen wie wirtschaft wie eine ablenkung vom wesentlichen daher und wird vom wähler entsprechend quitiert werden.",0,0,2024-11-25,"negative",4192,1650
"und exakt welchen unterschied macht es für russland? konventionell kann man nicht mal die ukraine entscheidend schlagen, alleine die usa wären 2 nummern zu groß, daher sind atomwaffen die einzige sicherheit für russland und da ist egal ob es 32 oder 102 nato länder gibt.",0,0,2024-11-25,"negative",4193,3398
"was herr habeck fordert ist im höchsten maße verantwortungslos aber so wie ich ihn einschätze, ist es ihm egal ob deutschland anschließend nuklear verseucht ist. er befindet sich dann längst mit seinesgleichen in sicherheit.",1,8,2024-11-25,"negative",4194,3399
"der begriff verkennt hier, dass die sicherheit deutschlands nicht ernsthaft betroffen ist. wie biden bewiesen hat. und das ist wichtig",0,0,2024-11-25,"neutral",4195,3393
"beweisen ist aufgabe dieser institutionen. da hat das cyber team etwas zu tun wenn sie posts und wirklich alle account überprüfen von elon. er hat mit sicherheit nicht nur einen und wie er beeinflusst durch ki bei den top super spreader influencern wird wohl",0,0,2024-11-25,"neutral",4196,3400
"das ist außen. nicht sicherheit.",0,0,2024-11-25,"negative",4197,3393
"die frage ist nicht wirklich fair. weil eigentlich alle wichtig sind. was nutzt mir ne bessere wirt. lage wenn die migration innere sicherheit nicht geregelt wird? was eine gute m bei beschissener wl. und auch die meinungsfreiheit und die frauenrechte sind wichtig. also ...",0,19,2024-11-25,"negative",4198,409
"selbstbestimmungsgesetz, illegale migranten, innere sicherheit, wirtschaft, energieversorgung",0,1,2024-11-25,"neutral",4199,3401
"im gegenteil, er sorgt mit seiner entscheidung für die sicherheit des landes, für das er einen eid abgelegt hat! alle anderen können sich gerne in der ukraine melden! selenskyj braucht noch freiwillige zum sterben",0,5,2024-11-25,"negative",4200,3402
"speicher eingesperrt in den leitung gespeichert werden kann. mehr sicherheit und gewährleistung im arterhalt und wertschöpfung der erbrachten leistungen! also nicht silo sondern überall verteilt leitungen!",0,0,2024-11-25,"neutral",4201,3403
"vielleicht ein bisschen was vorbereiten. tapezier tisch aufstellen. mit guten teuren keksen und snacks. jetzt nicht weil zu faul kulturlos selber zu backen, sondern wegen vertrauen und sicherheit. versiegelte original verpackte erfrischungen und naschwerk werk anbieten. das",1,2,2024-11-25,"negative",4202,3404
"wie genau berechnest du denn, was du von staat bekommst. z.b. straßen, bildung, museen, sicherheit? wie ist denn da so die berechnungsgrundlage?",0,0,2024-11-25,"neutral",4203,3405
"kritische posts mit einem gut gestylten habeck wurden mit ziemlicher sicherheit bewusst von grünfreundlichen agenturen in umlauf gebracht!",0,1,2024-11-25,"positive",4204,3406
"die eu wirklich reglementierung gegenüber twitterx durchsetzt. das stieß in den rechten bubbles auf anklang, obwohl hier einfach sicherheit und zwischenstaatliche beziehungen aller beteiligten staaten vor allem auch nichteuländer! als druckmittel für ein privatunternehmen",0,4,2024-11-25,"negative",4205,3407
